QtyOnHand,ID
1,M5256188@0172
3,M5256301@0172
2,M120566@0036
3,M1209T@0010
2,M20200-DJV@0123
11,M2078AE@0120
700,M20X120/10.9/BLK@0796
1,M25X482BEVL20-7@0018
1,M2BP3125G5B250@1831
2,M301532@0107
48,M30X200/10.9/CAD@0796
31,M3961T@1650
1,M4-507200/5M412JW21SYAU01@1576
2,M5200012@0172
2,M5204201@0172
1,M5204372@0172
1,M5205147@0172
1,M5207362@0172
3,M5207404@0172
20,M5207568@0172
1,M5216119@0172
1,M5244968@0172
4,M5253296@0172
2,M5253741@0172
1,M5256302@0172
2,M5256838@0172
1,M3B12310@0107
3,M4489@1854
265,M5200467@0172
2,M5200897@0172
5,M5201962@0172
22,M5204278@0172
1,M5208193@0172
1,M5208332@0172
3,M5208598@0172
1,M5209440@0172
1,M5211367@0172
1,M5211373@0172
2,M5213290@0172
2,M5239798@0172
1,M5245708@0172
8,M5253500@0172
1,M5253636@0172
2,M5254017@0172
1,M5254258@0172
4,M5256124@0172
1,M5256408@0172
4,M5256460@0172
1,M5256684@0172
4,M5257237@0172
1,M5263458@0172
28,M2293@0005
1,M30-8@1596
10,M306203@0107
3,M5203847@0172
6,M5206759@0172
1,M5206925@0172
7,M5207166@0172
3,M5207219@0172
2,M5209796@0172
1,M5210501@0172
2,M5211200@0172
1,M5211293@0172
1,M5211389@0172
1,M5216858@0172
1,M5235044@0172
42,M5239120R@0172
1,M5240678@0172
1,M5241179@0172
1,M5257095@0172
1,M5257864@0172
4,M5262965@0172
2,M5264508@0172
1,M5266699@0172
1,M5281106@0172
4,M5290693@0172
0,M2X170CAB-10A-04/230@2073
5,M3D51532F40NB@0104
10,M306231@0107
1,M3458@1605
2,M515649XS@0117
17,M5200518@0172
3,M5202196@0172
1,M5202255@0172
8,M5203855@0172
3,M5206561@0172
1,M5207011@0172
1,M5207093@0172
1,M5207312@0172
3,M5208345@0172
4,M5208520@0172
2,M5209828@0172
1,M5209900@0172
1,M5211127@0172
1,M5211533@0172
5,M5253181@0172
1,M5256039@0172
50,M5264989@0172
3,M5267494@0172
2,M5288271@0172
1,M5290497@0172
3,M241510@0158
57,M2528@0153
3,M2805@0120
94,M28161@1586
6,M2893@0120
2,M2B-508-20T40NB@0447
4,M306158@0107
10,M306346@0107
2,M31179@0104
4,M313002@0107
4,M40000-00015@0303
29,M5202046@0172
2,M5202541@0172
2,M5203545@0172
2,M5203558@0172
56,M5203598@0172
2,M5204205@0172
1,M5206789@0172
2,M5208217@0172
1,M5215674@0172
1,M5239461@0172
1,M5246054@0172
1,M5253905@0172
18,M5261121@0172
1,M5290498@0172
1,M5205924@0172
1,M5206830@0172
1,M5207467@0172
2,M5208185@0172
1,M5208857@0172
1,M5209171@0172
1,M5210803@0172
1,M5211488@0172
2,M5215655@0172
1,M5225754@0172
2,M5240175@0172
4,M5244550@0172
2,M5247529@0172
2,M5253902@0172
2,M5254616@0172
3,M5256540@0172
5,M5257127@0172
1,M5257429@0172
1,M5266665@0172
1,M5291617@0172
1,M5292050@0172
1,M5293096@0172
1,M5293172@0172
1,M5293633@0172
1,M5294624@0172
1,M4007-6@1854
121,M421B-60-30-10-24V@0303
3,M5200700@0172
1,M5203426@0172
4,M5203525@0172
1,M5205402@0172
8,M5205482@0172
6,M5206283@0172
1,M5213644@0172
1,M5226989@0172
1,M5239470@0172
1,M5253049@0172
1,M5253271@0172
2,M5255514@0172
1,M5255819@0172
1,M5256272@0172
2,M5260891@0172
4,M5267276@0172
1,M5290056@0172
2,M5293013@0172
1,M5293488@0172
1,M5295076@0172
5,M5297081@0172
8,M6-1033031690@1956
2,M143@0120
2,M1904DC@0153
16,M201399W@0120
4,M201444@0120
1,M20313@0120
6,M2281AL@0120
8,M27X150/10.9/CAD@0796
2,M28486125M@1822
1,M301551@0107
25,M5203946@0172
16,M5210079@0172
1,M5243595@0172
2,M5244000@0172
1,M5244967@0172
1,M5253395@0172
6,M5256049@0172
1,M5256485@0172
1,M5290811@0172
3,M5291344@0172
20,M5292961@0172
1,M5293161@0172
1,M5293162@0172
1,M5305970@0172
2,M53X2K@0095
6,M6005950@0172
1,M5212539@0172
2,M5214112@0172
1,M5225741@0172
1,M5239528@0172
1,M5241815@0172
2,M5245602@0172
2,M5254961@0172
1,M5255415@0172
1,M5256006@0172
2,M5256402@0172
4,M5260502@0172
1,M5266213@0172
2,M5290438@0172
9,M5291304@0172
10,M5291378@0172
13,M5292991@0172
2,M5294420@0172
681,M5297074@0172
1,M5299350@0172
2,M6001215@0172
2,M6006283@0172
1,M6011184@0172
1,M6017506@0172
5,M6034756@0172
1,M6100334@0172
1,M5227865@0172
1,M5235623@0172
1,M5239078@0172
1,M5247588@0172
1,M5248273@0172
2,M5249804@0172
1,M5252869@0172
4,M5253646@0172
1,M5254425@0172
1,M5254955@0172
1,M5256401@0172
1,M5256709@0172
2,M5260615@0172
1,M5260886@0172
4,M5262708@0172
1,M5290131@0172
1,M5292430@0172
3,M5293009@0172
1,M5295047@0172
7,M5299400@0172
19,M6004228@0172
1,M6028049@0172
7,M6039587@0172
1,M6103741@0172
1,M6104362@0172
1,M5233686@0172
2,M5242597@0172
1,M5245955@0172
1,M5250927@0172
1,M5251142@0172
2,M5252273@0172
14,M5255735@0172
1,M5256409@0172
1,M5262082@0172
3,M5289720@0172
157,M5292695@0172
2,M5292701@0172
3,M5293127@0172
4,M5293416@0172
1,M5302976@0172
8,M6001421@0172
1,M6002356@0172
2,M6002690@0172
3,M6005821@0172
1,M6013619@0172
2,M6018710@0172
1,M6025280@0172
1,M6104139@0172
1,M6110271@0172
8,M6190618@0172
2,M5200605@0172
4,M5201048@0172
1,M5202019@0172
82,M5202041@0172
1,M5203765@0172
2,M5203943@0172
6,M5204257@0172
12,M5204609@0172
1,M5206282@0172
1218,M5207899@0172
37,M5211TV1@1164
1,M5241816@0172
2,M5247621@0172
1,M5256187@0172
1,M5286021@0172
1,M5290799@0172
3,M5291428@0172
2,M5293408@0172
3,M5293445@0172
3,M5301068@0172
3,M6070006@0172
1,M6102037@0172
8,M6109545@0172
2,M6190637@0172
1,M6190804@0172
1,M5253829@0172
5,M5255802@0172
3,M5264767@0172
29,M5291556@0172
1,M5291763@0172
7,M5292814@0172
8,M5293441@0172
3,M5294632@0172
17,M5297100@0172
1,M5299435@0172
2,M5702508@0172
12,M6001530@0172
2,M6001791@0172
13,M6002691@0172
1,M6004766@0172
6,M6005613@0172
1,M6031344@0172
1,M6100391@0172
1,M6102234@0172
3,M6104598@0172
2,M6105197@0172
1,M6190190@0172
2,M6193410@0172
1,M6194515@0172
24,M6195621@0172
1,M5291955@0172
18,M5292763@0172
1,M5293244@0172
2,M5293430@0172
10,M5302160@0172
1,M6102599@0172
1,M6103846@0172
4,M6107781@0172
1,M6108248@0172
2,M6109725@0172
1,M6190626@0172
2,M6190638@0172
1,M6192119@0172
1,M6193773@0172
13,M6193845@0172
198,M6193896@0172
2,M6194496@0172
2,M6308N@1667
1,M633299U1555@0107
1,M6510283@0172
3,M6512923@0172
2,M6513624@0172
2,M6518667@0172
2,M7-3004-02/2M7-22@1576
1,M7500A831ADNL17-6@1679
4,M5252504@0172
1,M5253372@0172
1,M5256047@0172
3,M5256295@0172
1,M5256493@0172
1,M5262242@0172
1,M5291842@0172
2,M5292402@0172
1,M5292851@0172
1,M5293235@0172
1,M5294630@0172
6,M5295165@0172
127,M5299983@0172
5,M5310017@0172
2,M6001423@0172
1,M6002098@0172
1,M6021224@0172
7,M6032108@0172
6,M6100230@0172
1,M6103684@0172
1,M6104722@0172
1,M6109367@0172
49,M6195713@0172
1,M710019002210@1563
2,M711076055201@1563
85,M5291018@0172
2,M5291649@0172
1,M5292348@0172
3,M5293012@0172
1,M5294893@0172
11,M5299402@0172
1,M5303244@0172
12,M5305923@0172
1,M5306011@0172
1,M53X4@0095
1,M6002084@0172
1,M6004223@0172
1,M6025467@0172
1,M6031135@0172
2,M6109573@0172
4,M6190641@0172
25,M6193213@0172
80,M6193861@0172
1,M6194770@0172
1,M6212N@1667
4,M6558099@0172
10,M6X10/8.8/CAD@0796
4,M6X85@0095
4,MA36240@0099
144,M5262808@0172
10,M5290385@0172
8,M5290814@0172
2,M5292316@0172
11,M5292706@0172
3,M5294892@0172
1,M5308T & M5308EP@1164
4,M5340099@0172
3,M6004945@0172
1,M6015556@0172
1,M6019478@0172
2,M6035345@0172
2,M6044566@0172
2,M6104748@0172
2,M6105058@0172
1,M6109769@0172
10,M6190589@0172
4,M6192813@0172
2,M6193441@0172
2,M6193902@0172
2,M6194451@0172
2,M6194510@0172
2,M6518528@0172
11,M6615D@1471
2,M6630079@0172
1,M5291462@0172
11,M5291702@0172
1,M5291764@0172
2,M5293505@0172
1,M5295032@0172
20,M5299424@0172
3,M5299839@0172
2,M6003517@0172
2,M6108534@0172
1,M6110105@0172
1,M6190046@0172
1,M6193361@0172
6,M6194514@0172
1,M6194660@0172
1,M6209045@0172
2,M6211532@0172
1,M6519757@0172
1,M7/22C1/Q300W300H20EEM11@1576
2,M710019114550@1563
6,M74548@0107
1,M88048 & M88010@0117
38,MA-N02@0219
115,MA057@1471
15,MA339A@0120
1,MB100602AAAA@0111
1,M6005215@0172
5,M61014GEVW617@1164
1,M6102028@0172
1,M6105664@0172
31,M6110-03@1498
4,M6111175@0172
2,M6193829@0172
1,M6510492@0172
44,M6599364@0172
1,M710019001320@1563
2,M711045055210@1563
4,M802048@0117
530,M86649A/M86610@0101
0,MA503@0120
17,MA5306EL@0010
1,MB2023P30U@1483
34,MB2731AL@1483
1,MC30S20A513B@1576
3,MCD-1288-12T-5@1639
16,MCD-2522@1639
2,MCD-5713@0124
1,MCH22BM1169R@0115
1,MCW102B1053@0115
14,MD030763@0612
3,M5292134@0172
2,M5294858@0172
1,M5294927@0172
2,M5310045@0172
185,M6002341@0172
1,M6002458@0172
1,M6006585@0172
2,M6011943@0172
4,M6018625@0172
1,M6021093@0172
1,M6028050@0172
16,M6044379@0172
2,M6101579@0172
45,M6190619@0172
2,M6190642@0172
1,M6192592@0172
1,M6306@1667
4,M711030010090@1563
2,M716649@0117
3,M7499@0107
1,M802011AP@0117
19,M84210@0117
3,M99A04C@0142
14,MA1208EL@0010
25,MB2146AL60@1483
12,M5297067@0172
1,M6002838@0172
1,M6003857@0172
1,M6005776@0172
2,M6100333@0172
4,M6101533@0172
1,M6104130@0172
5,M6105209@0172
8,M6190279@0172
1,M6193238@0172
48,M6193842@0172
7,M6195463@0172
6,M711145021760@1563
1,M806705@1650
3,MA1209EL@0010
8,MA36160@0099
2,MA713@0120
2,MBN40FV1420HE1300@0486
11,MC9600FTN13Z@1594
3,MCD-4273@0124
30,MCD-5885@0124
8,MCR05A380A60Z3XA0M2R12PF2@1578
2,MCV107A@0115
63,MD154243@0697
4,MD187905@0612
10,MD197137@0612
1,MDR-5001S@1581
2,ME016000@0111
1,MEV10BLFFA2@0133
23,MF140036@0697
3,MFB80-021@0382
8,MG847108@1650
3,MHB25PPA40/A20R0612A08B00@1576
7,MK130182@0278
22,MK130192@0278
1,MK131411@0278
1,MK133831@0278
2,MK134695@0278
5,MK1489@0125
30,MK168277@0278
39,MK180711@0278
47,MK2011@0278
2,MK2023@0278
4,MK20661@0278
1,MK70727@0278
2,MK81509@0278
25,MK8302@0278
2,MMR8-6500@0789
1,MPS4223@0107
39,M5291074@0172
2,M5291997@0172
4,M5292285@0172
17,M5294631@0172
34,M5295072@0172
2,M5297131@0172
3,M6070013@0172
3,M6070014@0172
2,M6101109@0172
2,M6102304@0172
5,M6103252@0172
4,M6108063@0172
2,M6108761@0172
1,M6111217@0172
1,M6190286@0172
27,M6195720@0172
4,M6518657@0172
3,M7307UB@0010
0,MA65214EL@0120
4,MAF17MS7SES@1821
65,MB2474P@1483
1,MBIAL927060@0099
3,MC3-24G/12GLB/231@1576
1,MC762770123B@1566
12,MCD-6424@0124
60,M6635531@0172
4,M711145012250@1563
6,M74617@0107
6,M9961-02E050@0612
36,MA379CP@0120
10,MC7624721230@1563
1,MCD-6456@0124
1,MCH45BM1169R@0115
1,MCR5F...32/A0M/12@1578
4,MCS5218904@0065
2,MD074255@0612
62,MD182295@0697
10,MD189525@0697
2,MDC1-13/US00905575@1576
1,ME100B@2258
2,MH052-381@2144
5,MHRB32NG10/D623EB11-011@1576
45,MJ-451@0118
100,MK130938@0278
4,MK131982@0278
8,MK133823@0278
4,MK134174@0278
8,MK181824@0278
3,MK2077@0125
1,MC840219@0612
4,MCR05H750ZZ32A0MR12F2S042@1578
6,MD001050@0697
6,MD181702@0612
3,MEV6SLFHC5/512P@0104
1,MF30118-CY@0104
1,MH4FANK16DG51/1HV11-023@1576
20,MHB25RNPA30B00Z20A01D06V1@1576
2,MHRB22FG22/D201AV11-002@1576
30,MILB81934/2@0039
1,MK11029@0167
2,MK130798@0278
1,MK133584@0278
7,MK134425@0278
2,MK135373@0278
9,MK140414@0278
75,MK180401@0278
25,MK212368@0278
1,MK22997@0278
2,MK3617@0125
3,MK81171@0278
4,MM0039@1563
3,MM9902@0125
1,MR5A-052-9@0564
4,MS1058AL50@1483
8,MS51961-25@0118
5,MS891AL30@1483
1,MSCD-5314@0124
1,MU1209RUM@1164
1,MU52173@1164
1,MU7-133@1630
2,MUS1307TM@0010
2,MVCK25M4M4TDD-11T@0382
17,MW1B1F0335@0066
3,N-2780-E@0099
1,N-3667A1@0099
3,N116@0107
32,N170P37064@0077
130,N189715@0104
115,N22P25028B13@0077
3,N22P33060B@0077
1,N2311NXC4@1566
3,N36216LC@0099
356,N405P42P@0077
4,N405P47B@0077
14,N44P16008B13@0077
100,N50201@0842
2,MCD3557@0124
2,MCR05C565F180Z3XA0M2R12S@1578
1,MCR5C320F120Z32A0M12@1576
4,MDY-7058@1581
4,MFB-050-PAPS-54N@0091
7,MG100611AAAA@0111
1,MGS-4005@1581
1,MHB20RLD40/B00R0404A01B16@1576
2,MHB30FNFB10/D01UT20V11@1576
3,MHRB32NG10/D621EV11-011@1576
2,MHV12PSFA64/64/Z@2105
2,MISC@0001
25,MK130709@0278
2,MK133708@0278
2,MK133821@0278
5,MK135448@0278
2,MK136088@0278
5,MK141583@0278
82,MK183101@0278
97,MK23620@0278
2,MK24323@0278
60,MK30186@0278
1,MK32234-A14@0278
2,M6190639@0172
2,M6193875@0172
2,M6194670@0172
9,M6205@1667
7,M6210TV@0010
1,M64249@0117
2,M7-4003-00/1M7-22@1576
9,M716649XA@0117
4,M84A523@0094
1,MA-N03D5001@0219
1,MA428@0005
1,MAE-6AR@0219
10,MB1494B10U@1483
1,MB2454AL10@1483
1,MC762770123B@1563
4,MCD-3998@0124
1,MCR4S470F180H232B2M1L12SS@1576
2,MD074255@0697
2,MD619224@0697
3,MDFBN/HC1100C10B10@0087
1,MDM10B-L6S-SPL@0104
1,ME210105BBBCCCME335@0111
2,MH2FAER22DE40/1HG12C4A10V@1576
71,MHB-015-SEDH-51N-41@0091
4,MA377-21001@1849
9,MB1494B10L@1483
2,MB19@0113
94,MB2135PU@1483
2,MBD2506@1581
40,MCD-4001A@0124
18,MCD-5003@0124
3,MCR05A565375A60Z3XB2V2WL1@1578
3,MCR5A565W50Z30A0M@1576
26,MD05-08-M2-S-A@1745
2,MF018000A1@0111
1,MFC160-022@0612
10,MG847330@1650
3,MG9843647@1650
1,MGT4005@1581
1,MH2WH03UP1/090330B08M01@1576
17,MH3WB06CG20/004XM19@1576
1,MHB25FNPA20/B01UT20V11@1576
1,MHRB32NG10/D608GV11@1576
7,MILB11582@0039
22,MK130606@0278
30,MK134179@0278
28,MK135206@0278
1,M7309U@0010
2,MA1209TVW102@0010
4,MB9525T100J1750V@0002
2,MC7624221700@1563
5,MCD-5520@0124
5,MCD-6329@0124
5,MCE101A1040@0115
1,MCR10..Z10B4M@1578
1,MCX103A1131R@0115
2,ME187003@0111
2,MEV10BLFFC3@0133
2,MG274289@1650
1,MGR3106@1581
32,MJS3024ET951@1689
2,MK11562@0167
3,MK11594@0167
1,MK131624@0278
10,MK133739@0278
2,MK133996@0278
1,MK134427@0278
11,MK135228@0278
31,MK160675@0278
38,MK181304@0278
10,MK22492@0278
2,ME012015J1@0111
2,ME015000@0111
1,MEV10BLFFC2@0133
1,MF2024-2995@1544
2,MG86545160@1650
1,MH670408128@0961
1,MHDBDT06G9-10/280T090M02@1576
1,MHSV22PB1-10/M@1576
4,MK133706-080@0278
1,MK133726@0278
9,MK134789@0278
2,MK135622@0278
1,MK184HD@0009
6,MK20660@0278
20,MK22177@0278
1,MK23825@0278
4,MK3039@0125
2,MK312291@0278
48,MK65351@0278
35,MK65463@0278
330,MK65787@0278
18,MK66804@0278
9,MK70107@0278
1,MK89763@0278
4,MB120103AAAA@0111
38,MB2213P30@1483
16,MC7617711230@1563
16,MC7621701230@1563
9,MCD-1683C@0124
5,MCD-2952A@0124
1,MCD-6818@0124
1,MCR15..Z1XB9M2@1578
1,MCR3F400F180Z32A0M1L01SPS@1576
1,MCR5D820L50Z/32A0MS0224@1576
2,MD322LAAB15-4@0018
3,MDFBN/HC600C10B1.0@0087
2,MG9847006@1650
2,MH2WH18B02F1006L3M11@1576
1,MH2WH22B02F10/006L7UM1103@1576
2,MHRB32NG10/D622EV11-U11@1576
7,MK11666@0167
15,MK130171@0278
1,MK131884-3@0278
2,MK133822@0278
4,MK20375@0278
7,MK20718@0278
3,MK211260@0278
1,M6193963@0172
1,M7-3022-00/2M7-22@1576
1,913-2934744@0163
50,MA229A@0120
9,MAB24002A1@0111
14,MB2@0104
2,MCD-1437-10DT@1639
1,MCD-4087@0124
1,MCD-5149@0124
1,MCW102B1004@0115
4,MD377561@0612
1,MFB-050-P6.5N-54NR29@0091
4,MG858435@1650
1,MHB25FNPA2X/B01UT20V11@1576
5,MHB25TNPR10/B00UT20V36@1576
5,MHRB32NG10/D608GV11596184@1576
3,MK131372@0278
4,MK1351@0125
6,MK135450@0278
115,MK180723@0278
41,MK30195@0278
1,MK32235@0278
2,MK41577@0278
2,MK81192@0278
2,M7-3047-00/2M7-22@1576
11,M736T@1650
850,M8X110/8.8/CAD@0796
3,M8X80/10.9/BLK/SOCKET@0796
60,MA88770@1503
1,MAE34047@0111
90,MAR5209@0010
3,MCD-2454@1639
10,MCD-3154A@0124
25,MCD-5892@0124
9,MCD1571A-12DT@1639
7,MCR05A380A60Z32B2M12F1S0@1578
4,MCT201A1001@0115
6,MCX103A1077@0115
1,MD224@0107
4,MD377561@0697
5,ME012001A1@0111
9,ME054238@0697
5,ME246731JCAB@0111
2,MF016007@0111
2,MF223000@0111
18,MG308FFH@1586
4,MGB2006@1581
2,MHB25RPA40/B00R04-04A01B0@1576
2,M6101080@0172
1,M6102584@0172
2,M6109809@0172
2,M6110557@0172
1,M61310E@1164
4,M6192569@0172
68,M6194482@0172
6,M74425@0107
20,M87534@1650
2,M8X20/10.9/BLK/SOCKET@0796
0,MA68215/102EL@0120
1,MAB24010A1@0111
59,MB1493WL@1483
1,MB947M10@1483
2,MC6H/32FGR/SVPLA01@1576
4,MCD-4403@0124
1,MCD-5548@0124
1,MCL6225@1581
12,MCR10F780F250Z3XA0M2R42S@1578
4,ME246731JCAC@0111
2,MEB-4006@1581
1,MH30430010@0104
1,MHB20RCD40/B00R0404A01B16@1576
1,MHB25RNPA2/B30UT03V18-058@1576
0,MA504@0120
2,MB120208AAAF@0111
1,MB700-070@0612
3,MC7628200040@1563
11,MCD-497841475@0124
3,MCE101A1040R@0115
2,MCQ101A1047@0115
4,MCR5G565F180Z32A0MS@1576
3,MD138450@0612
6,MD181702@0697
2,MD600246@0697
4,ME018000A1@0111
57,MGP-1012KS@1581
1,MH8WH22AG10/003M01@1576
1,MHFS40E2B1-10/PF20V11@1576
10,MHRSM16C20/EG26C4M@1576
6,MK130478@0278
1,MK131412@0278
4,MK134756@0278
4,MK149HD@0009
10,MK180722@0278
10,MK212065@0278
8,MK225HD@0009
5,M5219UV@1164
6,M5253400R@0172
2,M5256127@0172
5,M5262949@0172
1,M5290727@0172
1,M5293402@0172
2,M5294569@0172
48,M6002470@0172
6,M6006207@0172
2,M6104209@0172
1,M6104291@0172
1,M6108957@0172
18,M6193237@0172
24,M6194812@0172
37,M6195619@0172
1,M716610@0117
1,M86649@0117
2,M903345@0117
1,MA-69CC1@0219
5,MA-DGB-17X@0219
1,MA36120@0099
1,MA53@0018
6,MB60SS@1551
7,MCD-1683A@0124
1,MCD-2942@0124
1,M6104823@0172
4,M6110257@0172
14,M6190283@0172
44,M6190643@0172
9,M6192330@0172
4,M6193235@0172
120,M6208N@1667
1,M6212@1667
1,M6518506@0172
1,M6552308@0172
2,M710019002260@1563
16,M716610ES@0117
24,M802011@0117
10,M84249@0117
3,MA1209E@0010
491,MA495A@0120
1,MAC1205TV@0010
35,MB2343P75MMU@1483
3,MB2455AL@1483
8,MC3151@0184
1,MCD-4499@0124
2,MCD3973@0124
1,MCR5F565F180232C4LMS@1576
1,MCS5230903@0065
1,MCV-2045@1639
10,MK21279@0278
6,MK31033@0278
9,MK32234-B2@0278
6,MK32335@0278
4,MK32481@0278
2,MK32700@0278
143,MK51961-33@0278
121,MK70863@0278
1,MK81404@0278
1,MKD149@0009
18,MKT1308E@0107
9,MKT4709ES2N@0107
1,MMF63-01 (5210002561)@0132
2,MMSTE5010/35-45BMX01@1576
1,MPR10332@1650
38,MPS1584@0107
18,MPS2648@0107
2,MPS3759@0107
29,MS28778-4@0090
1,MS346P25MM@1483
7,MU1211GUM@1164
1,MVT150M11@0095
2,N-101-13@2258
2,N11973A@0099
1,M6013009@0172
1,M6023203@0172
2,M6037459@0172
2,M6044562@0172
16,M6100222@0172
1,M6100639@0172
2,M6101310@0172
18,M6190591@0172
1,M6194009@0172
11,M6517499@0172
1,M6551778@0172
2,M736110@0117
2,M86610@0117
2,MA15455@0099
2,MA36300@0099
3,MCD-10365-2400@0124
1,MCR15F2150F280Z-30/B9M2L42SS@1578
1,MD313649@0697
1,ME012062-B1@0111
9,ME054238@0612
2,MG200613AAAB@0111
8,MG86553170@1650
1,MGG20030BB1A3@0104
2,MHB25FNPA20/A07U720V11022@1576
1,MK23835@0278
2,MK3177@0125
1,MK3497@0125
200,MK66196@0278
5,MK70694@0278
6,MK81056@0278
2,MK81302@0278
2,MKT4515QHD@0107
2,MPC577@0024
4,MPR63R@0132
1,MPS3754@0107
2,MR-44-S@1459
18,MR06XXX01@1525
7,MR1308-EL@0010
2,MR183000@0111
1,MR56@1459
5,MRC62082Z@0113
3,MRC6308@0113
12,MS15795-810@0104
75,MS216040DD1@0107
1,MS346P@1483
20,MS35810-2@0104
750,MS51095-358@0039
1,MS90@0741
3,MU-313-1014@0065
7,MUF1211@0010
7,MHB25FNPA20/B00UT20V36@1576
1,MHB25SA20/B11V@1576
7,MHRB32NG11/D608GV11@1576
2,MIDRN973@0099
3,MJMN320765@1563
1,MK131841@0278
5,MK133816@0278
12,MK133825@0278
1,MK134862@0278
2,MK30194@0278
2,MK32194@0278
4,MM0164@1563
4,MM0471@1563
1,MM0475@0125
5,MPS1524@0108
2,MPS1985@0107
83,MPS2460@0107
4,MPS3573@0107
4,MPS3722@0107
5,MPS3778@0107
2,MPS519@0107
8,MR61014W617@1164
9,MS27183-42@1389
5,MS659P10@1483
2,MU5214THV@1164
2,MK32366@0278
5,MK33193@0278
3,MK81403@0278
4,MK81443@0278
3,MKT4515XHD@0107
4,MM0471@1566
4,MPM10-0463@0036
1,MPR43-01@0132
11,MPS1517@0107
1,MPS2117@0107
5,MPS3980@0107
2,MPS4089@0107
1,MPS4604@0107
18,MR06XXX011500PSI@1525
21,MR1311@1164
1,MR20HFN03@1525
1,MRT67220@1164
46,MS1406AL30@1483
20,MS16625-1037@0104
450,MS27128-13@0039
2,MS727B10@1483
2,MSN-1314-GELR@0010
4,MU1305UMW903@1164
1,MU7307UMW105@1164
1,N-4010@1854
2,MHRB32NG10/D501AV18@1576
1,MHSD32E2B110/PBF10B03V11@1576
15,MK133280@0278
4,MK133656@0278
15,MK134463@0278
3,MK16322@0278
3,MK182737@0278
4,MK1902@0125
3,MK20420@0278
10,MK22209@0278
2,MK3357@0125
20,MK81169@0278
2,MKT4515QHDN@0107
1,MM201182@0211
1,MO90465@0036
2,MP-EP/RFV200-1300P039C4@2063
1,MPR63-01RH1LP@0132
55,MPS1513@0107
2,MPS1983@0107
5,MPS3618@0107
2,MPS4283@0107
2,MPS4470@0107
3,MPS4476@0107
4,MR1212@1586
1,MS1309REX@1164
1,ML25-135@0104
1,MM201182@2136
2,MM311K@0162
1,MO-6012-02/4M022FHSSM18@1576
2,MP-MCD-1338A@1639
1,MPR63-01R@0132
17,MPS1511@0107
42,MPS3615@0107
2,MPS4285@0107
28,MR1212EL@1657
1,MRC213@0113
14,MS176M10@1483
1000,MS35190-270@0039
3,MU1015DXW937@1164
1,MUS7307LLMW102@1164
1,MVT150RF301-25@0095
1,MZM08-5023@0036
40,N-3952-AB@0099
2,N-8002@0362
20,N04972-011@0104
13,N1-18-1@0107
135,N22KP25032B13@0077
34,N22P35040B13@0077
1,N30084AA@0099
4,MK81288@0278
1,MK81314@0278
6,MK81360@0278
4,MK81426@0278
11,MKT4311EHD@0107
18,MM0042@1563
2,MM0075@0125
1,MM437-687@0697
2,MOD1093079@1492
2,MP019000@0111
1,MPS1272@0107
1,MPS3575@0107
5,MPS3641@0107
13,MPS3671@0107
10,MPS4241@0107
1,MPS961@0107
19,MR639@1459
1,MS1312W13@1164
12,MS90725-1@0104
4,MT-1005@1459
9,N-02@0113
2,N04972-009@0104
1,N11@0113
50,N170P36056@0077
2,N203P29B13@0077
3,MD138450@0697
4,MD187905@0697
4,ME330219AAAF@0111
4,MEV6B-LFHC**12B@0104
3,MEV6CLFHC5/512DP@0104
3,MF28055KG0004@0612
3,MG86570922@1650
0,MHB20FNPA20/A00RT20V11047@1576
16,MHB25RNPA30800Z20A04D0V18@1576
1,MHFP04G41011BX30G24M01008@1576
20,MK133930@0278
7,MK134424@0278
2,MK134753@0278
1,MK135283@0278
1,MK140813@0278
16,MK141622@0278
95,MK160681@0278
37,MK180710@0278
80,MK2015@0278
14,MK212159@0278
4,MK3343@0125
3,MK70724@0278
4,MM0164@1566
1,MNF43@0132
60,MILE11276@0039
1,MK130584@0278
2,MK133151@0278
1,MK133706@0278
10,MK134416@0278
55,MK160654@0278
8,MK181823@0278
500,MK182762@0278
7,MK20926@0278
2,MK225PREM@0009
3,MK30520@0278
211,MK31161@0278
1,MK32234-B6@0278
1,MK81339@0278
1,ML25-135-A@0091
3,MM214W1@1496
1,MM437-678@0697
2,MNRR921807246@1576
5,MPR43R@0132
2,MPS2736@0107
8,MPS3476@0107
2,MPS3715@0107
1,MR94765L1PHA@0357
1,MRB-040-FFAH-12E@0091
5,MRJA55@1599
3,MK30339@0278
2,MK33032@0278
41,MK39414@0278
15,MK65555@0278
24,MKT4515X@0107
4,MM0039@1566
6,MM0733@0125
35,MPS1523@0107
3,MS35338-43@0104
1,MU1209@0010
13,MU1211@1164
1,MU1313@0010
5,MUS 30@0030
2,MV43-A071-HAE-02B@1924
1,N0D50AA4A@1730
2,N203P33@0077
27,N22P23018B13@0077
12,N22P29064B13@0077
2,N22P33036B@0077
13,N22P9024B@0077
620,N402P13B13@0077
760,N402P43B13@0077
53,N402P8B13@0077
10,N405P39B13@0077
12,MS216130@0107
950,MS24401D2@0039
12,MS35691-57@0104
30,MS51526A12S@0039
13,MS616P30@1483
9,MSCD-5037@0124
1,MSP3-20T-15S-15S@1645
15,MU1015@0010
4,MU5207@0010
3,MUS206TV@1164
9,MZ-0364@2300
37,N-7502-B@0099
41,N1301P51@0077
4,N191@0107
9,N21155A@0099
4,N22KP29020B13@0077
7,N22P23022B13@0077
